Sources and Destinations,Evaporation,Inflow from AC_01,Inflow from AC_02,Inflow from AC_03,Inflow from AC_04,Inflow from AC_05,Inflow from AC_06,Inflow from AC_07,Inflow from AC_08,Inflow from AC_09,Inflow from AC_10,Inflow from AC_11,Inflow from AC_12,Inflow from AC_13,Inflow from AC_14,Inflow from AC_15,Inflow from AC_16,Inflow from AC_17,Inflow from Upstream,Outflow to AC_01,Outflow to AC_02,Outflow to AC_03,Outflow to AC_04,Outflow to AC_05,Outflow to AC_06,Outflow to AC_07,Outflow to AC_08,Outflow to AC_09,Outflow to AC_10,Outflow to AC_11,Outflow to AC_12,Outflow to AC_13,Outflow to AC_14,Outflow to AC_15,Outflow to AC_16,Outflow to AC_17,Outflow to Downstream,Surface Water Inflow
jun-08,-7.12229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.224,-0.0432481,-0.00107975,-0.189502,-0.0433186,-0.563414,-0.00018,-0.0732125,-0.215646,-0.485013,-0.0772911,-0.269492,-0.497522,-1.10711,-0.838917,-0.353193,-0.0929136,-0.853706,-351.102,12.7046
jul-08,-8.19345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.456,-0.0460951,-0.000661879,-0.190324,-0.0435724,-0.564863,-0.00011,-0.0684164,-0.216844,-0.486126,-0.0789836,-0.269492,-0.497437,-1.10691,-0.837568,-0.351931,-0.0962919,-0.864691,-375.679,14.1366
ago-08,-14.3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.619,-0.064006,-0.00423745,-0.339226,-0.142589,-1.68175,-0.01213,-0.1335,-0.230109,-0.497794,-0.0912221,-0.269492,-0.5992,-1.10807,-0.852293,-0.369709,-0.136883,-0.905443,-625.819,25.0012
sept-08,-13.6058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.15,-0.0892784,-0.000405693,-0.35173,-0.17012,-0.6289,-0.01178,-0.1335,-0.257006,-0.523428,-0.131753,-0.269492,-0.5992,-1.0731,-0.889887,-0.40303,-0.160974,-0.917189,-925.5,21.5661
oct-08,-22.3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094.55,-0.280167,-0.450736,-0.483348,-0.287814,-1.8217,-0.01178,-0.1335,-0.367385,-0.632987,-0.227259,-0.269492,-0.5992,-1.08609,-0.983049,-0.495851,-0.252802,-1.00781,-2096.92,34.0806
nov-08,-45.2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4676.37,-0.484601,-0.456185,-0.695707,-0.509414,-2.04463,-0.01178,-0.1335,-0.588131,-0.851979,-0.45657,-0.269492,-0.5992,-1.10659,-1.21466,-0.725993,-0.506033,-1.25844,-4680.08,60.8945
dic-08,-17.9471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1818.4,-0.237047,-0.449704,-0.445408,-0.25302,-1.78933,-0.01178,-0.1335,-0.335425,-0.602101,-0.210596,-0.269492,-0.5992,-1.1081,-0.963597,-0.477882,-0.23628,-0.990972,-1823.32,31.9728
ene-09,-5.49896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.193,-0.13534,-0.448668,-0.340975,-0.14628,-1.68031,-0.01178,-0.1335,-0.227494,-0.495222,-0.0998453,-0.269492,-0.5992,-1.10779,-0.850434,-0.365811,-0.108311,-0.864163,-555.497,18.6875
feb-09,-3.84309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.677,-0.105105,-0.400757,-0.288892,-0.115518,-1.48076,-0.0104842,-0.118815,-0.187898,-0.426113,-0.0752404,-0.239848,-0.533288,-0.984721,-0.743285,-0.311823,-0.0790001,-0.752019,-322.974,13.9937
mar-09,-2.59122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.717,-0.100595,-0.254389,-0.149609,-0.0617254,-1.56811,-0.00497491,-0.0290754,-0.0803042,-0.478144,-0.0532517,-0.262928,-0.523753,-1.0748,-0.746586,-0.294669,-0.0782959,-0.834477,-255.064,11.5336
abr-09,-3.00494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.433,-0.0559188,-0.106124,-0.101992,-0.0436529,-1.30748,-0.00219691,-0.0166917,-0.0581227,-0.479883,-0.0467282,-0.262727,-0.513106,-1.05753,-0.829626,-0.333902,-0.0770197,-0.833862,-238.79,10.4878
may-09,-3.71619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.8,-0.0461617,-0.030049,-0.0620629,-0.0303121,-1.25466,-0.000882022,-0.00730722,-0.036213,-0.477113,-0.0361972,-0.262568,-0.503732,-0.845885,-0.693997,-0.34605,-0.0807271,-0.837495,-232.405,9.87329
jun-09,-7.60219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.163,-0.0897459,-0.147674,-0.0432759,-0.0254549,-1.34744,-0.00028,0,-0.0290315,-0.482316,-0.0386857,-0.262417,-0.502196,-1.10799,-0.836259,-0.352806,-0.0950744,-0.862817,-310.083,12.7455
jul-09,-7.24622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.448,-0.0438489,-0.000584758,-0.190288,-0.0419606,-0.562473,-9.00E-05,-0.0292503,-0.214389,-0.485069,-0.0781079,-0.269492,-0.495973,-1.10666,-0.837392,-0.351002,-0.0948862,-0.856647,-351.534,12.9901
ago-09,-9.96738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.382,-0.104423,-0.129925,-0.197996,-0.036519,-1.64058,-0.00015,0,-0.211434,-0.483629,-0.0753654,-0.262676,-0.499336,-1.10749,-0.839993,-0.35532,-0.109566,-0.876979,-403.897,17.414
sept-09,-10.4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.869,-0.0689527,-0.00002,-0.33221,-0.151713,-0.6068,-0.01182,-0.1335,-0.235244,-0.501908,-0.103354,-0.269492,-0.5992,-1.10845,-0.860832,-0.374199,-0.127902,-0.884448,-637.41,19.3945
oct-09,-12.7979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105.06,-0.194971,-0.45091,-0.398975,-0.200776,-1.73548,-0.01178,-0.1335,-0.282033,-0.548593,-0.143396,-0.269492,-0.5992,-1.08609,-0.896474,-0.410141,-0.155571,-0.911552,-1107.5,23.6709
nov-09,-21.6545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2309.1,-0.289366,-0.45121,-0.496631,-0.304697,-1.84128,-0.01178,-0.1335,-0.386807,-0.652718,-0.257553,-0.269492,-0.5992,-1.10659,-1.00938,-0.522766,-0.265024,-1.01985,-2312.8,34.9721
dic-09,-10.5052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185.59,-0.190969,-0.450567,-0.398719,-0.206051,-1.74126,-0.01178,-0.1335,-0.287836,-0.555073,-0.160047,-0.269492,-0.5992,-1.1081,-0.907096,-0.421945,-0.16035,-0.915801,-1189.98,23.415
ene-10,-2.94829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.875,-0.116463,-0.448793,-0.321961,-0.126682,-1.66054,-0.01178,-0.1335,-0.207919,-0.476573,-0.0804075,-0.269492,-0.5992,-1.10779,-0.830459,-0.346036,-0.0822869,-0.838398,-319.789,14.5212
feb-10,-4.19805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.421,-0.0815489,-0.349958,-0.24171,-0.090184,-1.28765,-0.0091884,-0.10413,-0.154695,-0.367111,-0.0623557,-0.210204,-0.467376,-0.863657,-0.662961,-0.284968,-0.0825556,-0.67244,-309.978,11.7474
mar-10,-3.43537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.059,-0.079127,-0.315848,-0.239962,-0.0867864,-1.27093,-0.00497491,-0.10413,-0.149464,-0.36166,-0.0496271,-0.210204,-0.44205,-0.848746,-0.648066,-0.269573,-0.0664667,-0.656341,-194.47,9.65007
abr-10,-3.77513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.895,-0.0719332,-0.250919,-0.173826,-0.0274834,-1.26382,-0.00219691,-0.0166917,-0.145266,-0.359211,-0.0496903,-0.204996,-0.404162,-0.831479,-0.641403,-0.260523,-0.0680017,-0.658232,-163.653,9.96274
may-10,-5.59631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.885,-0.0718096,-0.185668,-0.03336,-0.0161106,-1.26713,-0.0001,0,-0.0155366,-0.369172,-0.0283442,-0.204685,-0.387051,-0.863861,-0.651291,-0.272205,-0.0715979,-0.666324,-211.918,10.734
jun-10,-6.96287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.318,-0.0354594,-0.0010585,-0.149851,-0.0202591,-1.2733,-0.00015,0,-0.0813899,-0.373436,-0.0585433,-0.204685,-0.389952,-0.863786,-0.655122,-0.277314,-0.0804976,-0.678931,-271.377,12.1653
jul-10,-5.84231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.334,-0.0320097,-0.000457638,-0.146868,-0.0247282,-0.434435,-0.00007,-0.0230363,-0.162969,-0.374118,-0.0604385,-0.210204,-0.386364,-0.863348,-0.653289,-0.273818,-0.0759722,-0.670277,-258.022,10.9231
ago-10,-3.67481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.865,-0.0639701,-0.012019,-0.0485039,-0.0209697,-0.948202,-0.000895871,-0.00779169,-0.0267056,-0.307079,-0.0274677,-0.168146,-0.324924,-0.707471,-0.538059,-0.226661,-0.0621237,-0.546818,-205.128,8.97585
sept-10,-3.97593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.49,-0.0623203,-0.164729,-0.130242,-0.0270223,-0.868216,-0.00130879,-0.0120278,-0.08103,-0.253631,-0.0407237,-0.139355,-0.273841,-0.587435,-0.445304,-0.187713,-0.0544037,-0.459398,-205.964,9.23872
oct-10,-3.25623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.784,-0.0737445,-0.23965,-0.183497,-0.073452,-0.887683,-0.0062634,-0.070755,-0.117779,-0.259547,-0.0468047,-0.142831,-0.317576,-0.587603,-0.445844,-0.188978,-0.054516,-0.457361,-259.515,10.1412
nov-10,-3.9893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.864,-0.0900252,-0.241431,-0.202683,-0.0935661,-0.907105,-0.0063334,-0.070755,-0.137279,-0.279428,-0.0690045,-0.142831,-0.317576,-0.589483,-0.467757,-0.211086,-0.0745952,-0.476438,-488.437,11.9396
dic-10,-0.145731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.429,-0.071557,-0.300838,-0.203322,-0.0776402,-1.05432,-0.00789148,-0.0737236,-0.120899,-0.314609,-0.0440986,-0.177685,-0.401369,-0.744823,-0.517883,-0.2104,-0.0509231,-0.557242,-162.147,7.79263
ene-11,-1.34408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.999,-0.0595423,-0.251598,-0.174281,-0.0589754,-0.916428,-0.0065968,-0.07476,-0.103131,-0.257348,-0.0343734,-0.150916,-0.335552,-0.622413,-0.469942,-0.199025,-0.0539131,-0.477175,-167.873,7.46483
feb-11,-1.45036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.255,-0.0520357,-0.242955,-0.170056,-0.0565815,-0.893796,-0.006479,-0.073425,-0.100339,-0.252264,-0.0324414,-0.148221,-0.32956,-0.610158,-0.462792,-0.196656,-0.0490752,-0.464591,-151.237,6.57378
mar-11,-1.3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.574,-0.0498658,-0.184638,-0.122105,-0.0359935,-0.825689,-0.00497491,-0.0586597,-0.0949935,-0.238504,-0.0307145,-0.140136,-0.311584,-0.575615,-0.434518,-0.182643,-0.0432002,-0.436429,-119.004,5.50558
abr-11,-1.94113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.26,-0.0466755,-0.133732,-0.0789555,-0.0224022,-0.795588,-0.00219691,-0.027658,-0.090862,-0.229337,-0.0299871,-0.134746,-0.2996,-0.543779,-0.417038,-0.174376,-0.0422993,-0.420666,-110.249,5.42036
may-11,-2.54266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.731,-0.0391939,-0.142702,-0.0866302,-0.0121859,-0.599321,-0.000928477,-0.0431162,-0.069473,-0.169726,-0.0242308,-0.099712,-0.206625,-0.408646,-0.308322,-0.128556,-0.0372305,-0.317396,-104.102,5.60682
jun-11,-8.50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.069,-0.0373361,-0.137399,-0.103234,-0.0413228,-0.505882,-0.003794,-0.04005,-0.071525,-0.152774,-0.0363086,-0.0808476,-0.17976,-0.33442,-0.272227,-0.131837,-0.0663193,-0.31018,-330.652,9.58993
jul-11,-6.45842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.242,-0.0230526,-0.000704758,-0.104195,-0.0465136,-0.185644,-0.003674,-0.04005,-0.075112,-0.15546,-0.0383176,-0.0808476,-0.17976,-0.333375,-0.270035,-0.12581,-0.0565956,-0.294862,-310.558,8.78861
ago-11,-4.36222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.418,-0.0265348,-0.000979515,-0.106487,-0.0470702,-0.184128,-0.003634,-0.04005,-0.0734057,-0.153507,-0.0327985,-0.0808476,-0.17976,-0.332612,-0.261356,-0.11582,-0.0421611,-0.274269,-236.092,6.99195
sept-11,-2.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.628,-0.0721795,-0.0376205,-0.175519,-0.0740318,-0.825435,-0.0057722,-0.065415,-0.113899,-0.244715,-0.0436302,-0.132051,-0.293608,-0.534986,-0.409586,-0.171729,-0.0415685,-0.412097,-234.452,7.89908
oct-11,-5.72741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.273,-0.146068,-0.359999,-0.309904,-0.146135,-1.37086,-0.009424,-0.1068,-0.208292,-0.421744,-0.0961915,-0.215594,-0.47936,-0.880594,-0.689048,-0.300543,-0.0849216,-0.689368,-625.206,15.1755
nov-11,-8.49831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952.875,-0.153404,-0.353422,-0.317171,-0.159892,-1.3586,-0.0091884,-0.10413,-0.224916,-0.433348,-0.125457,-0.210204,-0.467376,-0.86447,-0.710558,-0.33226,-0.129577,-0.719118,-957.047,19.3435
dic-11,-2.28174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.715,-0.094253,-0.320054,-0.241814,-0.0977084,-1.18732,-0.0083638,-0.094785,-0.155923,-0.346715,-0.0664092,-0.191339,-0.425432,-0.788929,-0.600431,-0.256858,-0.0711956,-0.607979,-347.077,12.1993
ene-12,-0.582096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.889,-0.0714105,-0.31029,-0.214757,-0.0707351,-1.14099,-0.008246,-0.0694917,-0.128847,-0.321435,-0.0425662,-0.185409,-0.413481,-0.777611,-0.573273,-0.235851,-0.0549858,-0.584086,-146.185,8.08124
feb-12,-1.79211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.883,-0.0607606,-0.238669,-0.166305,-0.0492959,-0.996435,-0.00698252,-0.0771765,-0.121606,-0.307304,-0.039331,-0.18056,-0.401464,-0.742412,-0.564474,-0.240059,-0.0606528,-0.566986,-171.313,7.04265
mar-12,-2.01899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.241,-0.0457009,-0.163515,-0.121991,-0.0347153,-0.878679,-0.00497491,-0.0290754,-0.110538,-0.288957,-0.0364286,-0.16978,-0.377496,-0.694621,-0.527804,-0.222331,-0.0561862,-0.532673,-144.091,6.16438
abr-12,-3.04298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.838,-0.0474985,-0.171362,-0.119708,-0.0197584,-0.807257,-0.00183289,-0.0141728,-0.0901741,-0.229345,-0.0300873,-0.134746,-0.2996,-0.553278,-0.420384,-0.177513,-0.0493073,-0.427831,-138.475,6.27344
may-12,-3.01175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.183,-0.0418763,-0.14931,-0.120417,-0.0404787,-0.616817,-0.000716203,-0.05073,-0.0733083,-0.175817,-0.0259346,-0.102407,-0.220824,-0.420608,-0.3178,-0.133024,-0.0370765,-0.32487,-114.446,6.12755
jun-12,-4.43102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.673,-0.0398841,-0.135128,-0.101884,-0.0382607,-0.500836,-0.003594,-0.04005,-0.0653856,-0.145561,-0.0290995,-0.0808476,-0.17976,-0.332479,-0.257882,-0.112378,-0.0384051,-0.270799,-179.055,7.18452
jul-12,-2.52125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.057,-0.0220995,0,-0.101931,-0.0387733,-0.501599,-0.003534,-0.04005,-0.0661721,-0.146231,-0.0285882,-0.0808476,-0.17976,-0.332257,-0.256226,-0.110383,-0.0332558,-0.260259,-154.909,5.57507
ago-12,-4.9119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.431,-0.038868,-0.135619,-0.100975,-0.036127,-0.497581,-0.003604,-0.04005,-0.062483,-0.142815,-0.0248032,-0.0808476,-0.17976,-0.332683,-0.253126,-0.109151,-0.0363981,-0.275061,-156.489,7.31989
sept-12,-3.80218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.22,-0.0371398,-0.000405693,-0.117258,-0.0593204,-0.197966,-0.003534,-0.04005,-0.0867778,-0.166844,-0.0491417,-0.0808476,-0.17976,-0.332598,-0.276785,-0.131223,-0.054448,-0.28131,-380.587,7.26459
oct-12,-2.5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.694,-0.0558858,-0.135875,-0.118135,-0.0538623,-0.514226,-0.003564,-0.04005,-0.0787811,-0.159148,-0.0368323,-0.0808476,-0.17976,-0.333203,-0.262376,-0.117321,-0.0404235,-0.271597,-278.791,7.13142
nov-12,-3.36641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.144,-0.0714284,-0.136911,-0.134962,-0.0711155,-0.53101,-0.003534,-0.04005,-0.0952865,-0.175667,-0.0559799,-0.0808476,-0.17976,-0.333291,-0.280713,-0.135325,-0.0564024,-0.282959,-466.4,8.28817
dic-12,-0.0385481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.724,-0.044046,-0.153486,-0.114606,-0.0416915,-0.562583,-0.0040052,-0.04539,-0.069051,-0.161265,-0.0245464,-0.0916273,-0.203728,-0.37773,-0.281804,-0.117395,-0.025676,-0.282549,-105.778,4.69366
ene-13,-0.366458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.26,-0.0443487,-0.179466,-0.125971,-0.0409129,-0.653539,-0.004712,-0.0534,-0.073049,-0.183863,-0.0223846,-0.107797,-0.23968,-0.444438,-0.335817,-0.142349,-0.0333495,-0.3355,-106.319,4.4452
feb-13,-0.881143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.459,-0.0444678,-0.179466,-0.126085,-0.0411032,-0.653866,-0.004712,-0.0534,-0.0734102,-0.184667,-0.0242374,-0.107797,-0.23968,-0.444096,-0.339339,-0.145797,-0.0377431,-0.339817,-133.263,4.72495
mar-13,-0.530542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.6216,-0.0410178,-0.159118,-0.112969,-0.0347252,-0.622403,-0.004712,-0.0321831,-0.0721559,-0.183465,-0.0223577,-0.107797,-0.23968,-0.443327,-0.333825,-0.14028,-0.0320561,-0.334442,-89.1146,3.94003
abr-13,-1.31339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.4241,-0.0371197,-0.117953,-0.0757974,-0.021468,-0.598906,-0.00219691,-0.0292617,-0.0669077,-0.169705,-0.0216555,-0.099712,-0.221704,-0.409591,-0.310346,-0.130992,-0.0327571,-0.312736,-96.473,4.02111
may-13,-5.29744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.421,-0.0331765,-0.137241,-0.0976927,-0.0331954,-0.493746,-0.003694,-0.04005,-0.0590117,-0.140743,-0.0223394,-0.0808476,-0.17976,-0.33317,-0.255696,-0.111887,-0.0389956,-0.278825,-156.525,6.74196
jun-13,-4.9617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.44,-0.0240345,-0.00053925,-0.0784325,-0.0387434,-0.133007,-0.002386,-0.0267,-0.0591072,-0.112379,-0.0369365,-0.0538984,-0.11984,-0.221807,-0.19117,-0.093951,-0.0471928,-0.203628,-310.777,6.74207
jul-13,-1.95047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.55,-0.0234124,-0.00007,-0.0760737,-0.031843,-0.33975,-0.002356,-0.0267,-0.0495667,-0.102918,-0.0224178,-0.0538984,-0.11984,-0.221658,-0.174387,-0.0771754,-0.025983,-0.177287,-158.329,4.25482
ago-13,-2.56807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.271,-0.0348269,-0.0902176,-0.0759227,-0.0311584,-0.338746,-0.002396,-0.0267,-0.0486959,-0.102115,-0.0233731,-0.0538984,-0.11984,-0.221921,-0.179207,-0.0822059,-0.0313832,-0.182542,-184.118,5.0602
sept-13,-2.06202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.647,-0.044691,-0.107679,-0.0939485,-0.0420114,-0.410883,-0.0028272,-0.03204,-0.0625779,-0.1268,-0.0310839,-0.0646781,-0.143808,-0.266233,-0.211989,-0.0957423,-0.0347532,-0.216148,-229.081,5.48395
oct-13,-3.78282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.078,-0.0779869,-0.135272,-0.139731,-0.0763887,-0.536135,-0.003534,-0.04005,-0.100419,-0.180643,-0.0595106,-0.0808476,-0.17976,-0.333291,-0.282971,-0.137518,-0.0595932,-0.28602,-510.231,8.64495
nov-13,-5.68135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771.742,-0.106593,-0.158544,-0.179321,-0.10657,-0.642481,-0.004123,-0.046725,-0.133918,-0.227442,-0.0865121,-0.0943222,-0.20972,-0.388839,-0.346369,-0.176557,-0.083741,-0.347722,-774.227,11.5054
dic-13,-1.11329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.065,-0.0728607,-0.203289,-0.166365,-0.0720593,-0.761284,-0.005301,-0.060075,-0.107911,-0.228814,-0.0471469,-0.121271,-0.26964,-0.500052,-0.384425,-0.166703,-0.0446089,-0.38448,-286.189,7.83309
ene-14,-1.18584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.044,-0.0512098,-0.179466,-0.133053,-0.0481955,-0.661199,-0.004712,-0.0534,-0.0806233,-0.190127,-0.0311894,-0.107797,-0.23968,-0.444438,-0.338987,-0.145487,-0.041617,-0.343777,-176.816,6.05257
feb-14,-0.970549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.721,-0.0452949,-0.179466,-0.126974,-0.0420177,-0.654829,-0.004712,-0.0534,-0.0743635,-0.185599,-0.0253155,-0.107797,-0.23968,-0.444096,-0.340176,-0.146626,-0.0386554,-0.34072,-143.564,4.86335
mar-14,-0.896637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.036,-0.044312,-0.179466,-0.125791,-0.0410706,-0.653528,-0.004712,-0.0534,-0.0730357,-0.1838,-0.0227073,-0.107797,-0.23968,-0.443327,-0.335719,-0.142156,-0.0339648,-0.336332,-109.493,4.3746
abr-14,-2.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.552,-0.042128,-0.170868,-0.124113,-0.0400897,-0.647654,-0.00335984,-0.0534,-0.0727072,-0.183465,-0.0239413,-0.107797,-0.23968,-0.441029,-0.338062,-0.144068,-0.0374197,-0.340015,-122.259,4.71756
may-14,-2.93044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.515,-0.0406398,-0.152737,-0.123384,-0.00997235,-0.646452,-0.000742658,-0.0534,-0.0740953,-0.183494,-0.0242464,-0.107797,-0.23968,-0.442901,-0.33475,-0.140421,-0.0356534,-0.340395,-105.045,5.41079
jun-14,-7.23449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.912,-0.0378594,-0.136857,-0.103047,-0.0407081,-0.506005,-0.003794,-0.04005,-0.0715702,-0.152523,-0.0371182,-0.0808476,-0.17976,-0.33404,-0.270802,-0.128427,-0.0590196,-0.298032,-300.166,8.96842
jul-14,-4.98416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.306,-0.0220229,-0.000326853,-0.0764912,-0.0367616,-0.13127,-0.002496,-0.0267,-0.0577841,-0.111244,-0.0360465,-0.0538984,-0.11984,-0.222502,-0.193168,-0.09615,-0.0505756,-0.207907,-317.421,7.54391
ago-14,-3.10911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.284,-0.0331874,-0.0905452,-0.0748046,-0.0299872,-0.337692,-0.002456,-0.0267,-0.0479045,-0.101421,-0.0206738,-0.0538984,-0.11984,-0.222872,-0.175543,-0.0788697,-0.0300158,-0.188727,-172.529,5.98858
sept-14,-2.58718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.788,-0.0349234,-0.0908271,-0.0771637,-0.0330337,-0.340735,-0.002356,-0.0267,-0.0505266,-0.103953,-0.0249984,-0.0538984,-0.11984,-0.222698,-0.178085,-0.0814608,-0.0313789,-0.187679,-198.298,5.75809
oct-14,-2.84594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.738,-0.0738533,-0.13607,-0.136306,-0.0728194,-0.532015,-0.003534,-0.04005,-0.0959082,-0.176091,-0.0537026,-0.0808476,-0.17976,-0.333291,-0.276295,-0.130909,-0.0500294,-0.276557,-441.179,7.935
