Sources and Destinations,Evaporation,Inflow from AC_01,Inflow from AC_02,Inflow from AC_03,Inflow from AC_04,Inflow from AC_05,Inflow from AC_06,Inflow from AC_07,Inflow from AC_08,Inflow from AC_09,Inflow from AC_10,Inflow from AC_11,Inflow from AC_12,Inflow from AC_13,Inflow from AC_14,Inflow from AC_15,Inflow from AC_16,Inflow from AC_17,Inflow from Upstream,Outflow to AC_01,Outflow to AC_02,Outflow to AC_03,Outflow to AC_04,Outflow to AC_05,Outflow to AC_06,Outflow to AC_07,Outflow to AC_08,Outflow to AC_09,Outflow to AC_10,Outflow to AC_11,Outflow to AC_12,Outflow to AC_13,Outflow to AC_14,Outflow to AC_15,Outflow to AC_16,Outflow to AC_17,Outflow to Downstream,Surface Water Inflow
nov-14,-0.430193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.228,-0.0469169,-0.157748,-0.119376,-0.0471301,-0.582625,-0.00412226,-0.0467201,-0.074715,-0.168667,-0.0283068,-0.0934384,-0.209695,-0.388899,-0.289931,-0.120945,-0.028466,-0.294734,-129.892,5.79651
dic-14,-0.00975673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0495,-0.0427415,-0.143791,-0.0961582,-0.0371933,-0.579594,-0.00471161,-0.0297843,-0.0535116,-0.189672,-0.0281684,-0.0973497,-0.228022,-0.373717,-0.283459,-0.136197,-0.0262197,-0.329979,-100.972,4.61208
ene-15,-0.00484864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8827,-0.0432346,-0.180007,-0.116275,-0.0383279,-0.680718,-0.00538726,-0.0376297,-0.0596688,-0.210535,-0.0248258,-0.120793,-0.263276,-0.490624,-0.359018,-0.156082,-0.0293592,-0.362843,-80.6497,3.95045
feb-15,-0.670158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.512,-0.0399638,-0.190329,-0.129158,-0.0422755,-0.688109,-0.00497922,-0.0551942,-0.0763493,-0.193869,-0.0238728,-0.11391,-0.253272,-0.469212,-0.355787,-0.151289,-0.0372218,-0.356276,-111.101,4.44059
mar-15,-0.70394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.3623,-0.0372039,-0.152264,-0.111015,-0.0332919,-0.649983,-0.00497491,-0.0319543,-0.076892,-0.195763,-0.0238268,-0.115022,-0.255746,-0.473017,-0.35739,-0.150854,-0.0352333,-0.357888,-95.7661,4.17009
abr-15,-1.37365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.777,-0.0287994,-0.0908273,-0.0744515,-0.0197978,-0.525678,-0.00221691,-0.0410645,-0.0683645,-0.172963,-0.0223688,-0.101626,-0.22596,-0.417129,-0.31724,-0.134417,-0.0347068,-0.320094,-100.807,4.00067
may-15,-1.04274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7662,-0.02236,-0.0319409,-0.0389171,-0.00759701,-0.358386,-0.000948477,-0.00730722,-0.0130175,-0.175483,-0.0202108,-0.100298,-0.197516,-0.420407,-0.282217,-0.127477,-0.0309424,-0.319685,-70.4021,3.83335
jun-15,-0.671434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2955,-0.017539,-0.0147,-0.0274979,-0.00382396,-0.240118,-0.000619977,-0.00422801,-0.00686703,-0.0605053,-0.00633295,-0.0128091,-0.0776284,-0.130635,-0.121836,-0.117414,-0.0276349,-0.283388,-57.8249,3.35435
jul-15,-0.7243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1548,-0.0182408,-0.000434758,-0.0187232,-0.000968579,-0.00194629,0,0,-0.00243018,-0.186351,-0.00301038,-0.106571,-0.142577,-0.0300836,-0.0621851,-0.135265,-0.0278792,-0.317278,-59.4499,3.07328
ago-15,-2.9483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.272,-0.0343601,-0.00388537,-0.0392417,-0.021087,-0.107455,-0.00007,0,-0.0250293,-0.371893,-0.0225094,-0.20076,-0.389105,-0.548701,-0.447166,-0.264607,-0.0624953,-0.640664,-208.424,6.2797
sept-15,-2.02285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.281,-0.046841,-0.00102441,-0.0843503,-0.0362296,-0.183423,-0.00145081,-0.0132872,-0.0398595,-0.477298,-0.027883,-0.262735,-0.507814,-0.333463,-0.259594,-0.32715,-0.0780658,-0.834546,-238.86,8.11665
oct-15,-4.45192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.391,-0.146265,-0.31086,-0.20437,-0.0688252,-1.65146,-0.0025719,-0.0183334,-0.0664673,-0.494689,-0.0488658,-0.262843,-0.510906,-1.05725,-0.737991,-0.334087,-0.0811938,-0.837992,-404.492,14.3879
nov-15,-25.7379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2759.77,-0.346592,-0.454961,-0.554625,-0.342966,-1.87756,-0.01178,-0.1335,-0.423106,-0.688519,-0.283305,-0.269492,-0.5992,-1.10659,-1.04805,-0.561045,-0.306384,-1.06109,-2765.47,41.508
dic-15,-27.6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830.33,-0.332958,-0.463559,-0.552714,-0.340794,-1.87544,-0.01178,-0.1335,-0.420994,-0.686994,-0.291319,-0.269492,-0.5992,-1.1081,-1.04439,-0.557868,-0.334961,-1.08867,-2836.31,43.7129
ene-16,-7.84854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.667,-0.151339,-0.450193,-0.359262,-0.144863,-1.68015,-0.01178,-0.1335,-0.227754,-0.497879,-0.104317,-0.269492,-0.5992,-1.10735,-0.8645,-0.379736,-0.131128,-0.886751,-700.161,20.3423
feb-16,-6.5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.436,-0.144753,-0.448664,-0.349256,-0.134675,-1.66845,-0.01178,-0.1335,-0.216172,-0.487228,-0.0899472,-0.269492,-0.5992,-1.10252,-0.853401,-0.368101,-0.106068,-0.861911,-542.379,17.3236
mar-16,-3.55432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.008,-0.0990029,-0.271391,-0.147448,-0.0411183,-1.6198,-0.00497491,-0.0290754,-0.183391,-0.459199,-0.0613806,-0.262928,-0.523753,-1.0748,-0.782189,-0.334254,-0.0823336,-0.838776,-207.154,12.5159
abr-16,-6.22981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.108,-0.110732,-0.382608,-0.216872,-0.0276051,-1.62001,-0.00112175,-0.0638291,-0.188965,-0.461767,-0.0613464,-0.269492,-0.502652,-1.05744,-0.832158,-0.335421,-0.0854822,-0.842235,-247.674,13.8553
may-16,-8.2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.961,-0.106765,-0.377415,-0.197002,-0.0176875,-1.62382,0,-0.0745874,-0.194697,-0.465524,-0.0675528,-0.269492,-0.495764,-1.05796,-0.836459,-0.349642,-0.0977415,-0.854728,-295.566,15.9205
jun-16,-15.5965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.399,-0.0781358,-0.00220269,-0.343877,-0.133755,-1.67326,-0.01178,-0.1335,-0.220915,-0.487841,-0.0918671,-0.269492,-0.5992,-1.06588,-0.860265,-0.374704,-0.162039,-0.918355,-679.22,23.8454
jul-16,-12.9035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.253,-0.0673594,-0.00135806,-0.331189,-0.129378,-0.588856,-0.01178,-0.1335,-0.217854,-0.484619,-0.0919628,-0.269492,-0.5992,-1.06075,-0.851934,-0.36601,-0.140065,-0.896398,-571.424,20.3166
ago-16,-10.9616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.514,-0.0760675,-0.000704602,-0.338943,-0.141816,-0.596915,-0.01178,-0.1335,-0.225743,-0.49227,-0.0892249,-0.269492,-0.5992,-1.10701,-0.842885,-0.356027,-0.127013,-0.88351,-555.21,18.9503
sept-16,-15.9215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067.67,-0.187497,-0.450053,-0.390519,-0.189427,-1.72511,-0.01178,-0.1335,-0.272162,-0.53831,-0.134172,-0.269492,-0.5992,-1.10727,-0.887622,-0.400514,-0.171172,-0.927153,-1068.67,25.3144
oct-16,-24.4185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932.46,-0.248075,-0.449951,-0.45442,-0.257746,-1.79606,-0.01178,-0.1335,-0.34242,-0.607967,-0.213618,-0.269492,-0.5992,-1.10751,-0.967567,-0.479721,-0.26232,-1.01726,-1933.87,35.0459
nov-16,-29.9359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648.3,-0.295113,-0.458661,-0.510482,-0.318603,-1.85697,-0.01178,-0.1335,-0.402784,-0.668103,-0.275199,-0.269492,-0.5992,-1.1087,-1.03072,-0.54298,-0.337841,-1.09215,-2651.18,42.7324
dic-16,-17.3562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615.59,-0.225181,-0.449512,-0.431894,-0.235139,-1.77127,-0.01178,-0.1335,-0.317966,-0.584655,-0.190775,-0.269492,-0.5992,-1.10919,-0.941415,-0.454931,-0.218972,-0.974135,-1619.24,29.9207
ene-17,-6.15538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.72,-0.131821,-0.448668,-0.337747,-0.126658,-1.66164,-0.01178,-0.1335,-0.209461,-0.479425,-0.0847658,-0.269492,-0.5992,-1.1091,-0.8459,-0.360022,-0.103239,-0.859742,-459.111,17.319
feb-17,-6.06336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.005,-0.100994,-0.360377,-0.266958,-0.0919391,-1.32102,-0.009424,-0.1068,-0.159514,-0.377348,-0.0652968,-0.215594,-0.47936,-0.88565,-0.687718,-0.299069,-0.0957814,-0.701007,-403.498,14.7804
mar-17,-2.88174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.406,-0.0891626,-0.326837,-0.206345,-0.0449937,-1.29694,-0.00547383,-0.022177,-0.146806,-0.36741,-0.0480017,-0.215594,-0.428962,-0.868351,-0.664714,-0.267441,-0.0665942,-0.671597,-185.551,10.7635
abr-17,-6.08793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.68,-0.0683645,-0.227842,-0.173932,-0.0577697,-0.826733,-0.0066,-0.06675,-0.101644,-0.238845,-0.0449331,-0.134746,-0.2996,-0.544028,-0.441246,-0.198039,-0.0767953,-0.455215,-352.741,11.1114
may-17,-22.7015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057.31,-0.0710518,-0.237382,-0.202691,-0.0861498,-0.86499,-0.0093,-0.06675,-0.147275,-0.287278,-0.089405,-0.134746,-0.2996,-0.556726,-0.489961,-0.249269,-0.208577,-0.604499,-1056.27,26.2669
jun-17,-15.0475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.794,-0.0467961,-0.00796974,-0.196062,-0.088993,-0.325101,-0.00826,-0.06675,-0.144456,-0.282352,-0.087314,-0.134746,-0.2996,-0.554753,-0.482676,-0.23997,-0.147511,-0.534589,-852.562,18.4631
jul-17,-10.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.829,-0.0489136,-0.00576764,-0.188651,-0.0868616,-0.316271,-0.00758,-0.06675,-0.133347,-0.268658,-0.0673542,-0.134746,-0.2996,-0.553568,-0.453774,-0.210145,-0.111659,-0.492524,-612.93,14.2575
ago-17,-10.4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556.075,-0.0746478,-0.230245,-0.187237,-0.0864467,-0.858138,-0.00757999,-0.06675,-0.135403,-0.269467,-0.0681865,-0.134746,-0.2996,-0.554209,-0.450224,-0.206821,-0.0979107,-0.482335,-556.142,14.69
sept-17,-8.05815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.911,-0.104903,-0.282426,-0.278552,-0.117341,-1.34699,-0.010644,-0.1068,-0.186916,-0.400507,-0.0780574,-0.215594,-0.47936,-0.885821,-0.676022,-0.286742,-0.0884716,-0.695334,-442.874,15.2617
oct-17,-12.3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.26,-0.130553,-0.370312,-0.308621,-0.148128,-1.38061,-0.010914,-0.1068,-0.220209,-0.433722,-0.117967,-0.215594,-0.47936,-0.886491,-0.717587,-0.328244,-0.141914,-0.74904,-887.313,21.1652
nov-17,-10.0388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822.7,-0.113768,-0.324705,-0.268818,-0.132751,-1.21018,-0.009546,-0.09345,-0.194191,-0.380913,-0.107981,-0.188644,-0.41944,-0.776617,-0.632023,-0.291626,-0.133954,-0.663093,-825.486,18.7668
dic-17,-4.34638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.859,-0.0801376,-0.300866,-0.222967,-0.0949349,-1.09219,-0.008747,-0.086775,-0.149001,-0.322893,-0.0662854,-0.17517,-0.38948,-0.721684,-0.551932,-0.236515,-0.0818968,-0.573379,-387.044,12.686
ene-18,-2.53726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.61,-0.0599679,-0.227832,-0.16599,-0.0675458,-0.834478,-0.0068,-0.06675,-0.109369,-0.243302,-0.0481569,-0.134746,-0.2996,-0.555522,-0.424548,-0.182271,-0.0591447,-0.437335,-260.298,9.14945
feb-18,-0.775384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.52,-0.0556485,-0.228844,-0.162631,-0.0610028,-0.82499,-0.00681,-0.0662982,-0.102042,-0.236373,-0.037049,-0.134746,-0.293185,-0.554961,-0.414673,-0.167826,-0.0403509,-0.418407,-145.973,7.03357
mar-18,-1.57851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.974,-0.0416924,-0.179273,-0.13003,-0.0389026,-0.602433,-0.005532,-0.0516059,-0.0735822,-0.183467,-0.025189,-0.107797,-0.23968,-0.443738,-0.337667,-0.143738,-0.0412884,-0.343763,-141.761,6.35482
abr-18,-3.67438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.139,-0.0472924,-0.181856,-0.130958,-0.0468036,-0.658941,-0.005342,-0.0534,-0.0790095,-0.189578,-0.0294305,-0.107797,-0.23968,-0.441274,-0.348337,-0.153948,-0.0532496,-0.355486,-225.716,6.37352
may-18,-5.88387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.302,-0.047158,-0.182246,-0.133556,-0.0494087,-0.664067,-0.005562,-0.0534,-0.084858,-0.195431,-0.0365364,-0.107797,-0.23968,-0.442977,-0.355028,-0.16036,-0.0628548,-0.366895,-293.23,7.99955
jun-18,-9.82484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.333,-0.0491484,-0.184225,-0.142818,-0.0595406,-0.679094,-0.006152,-0.0534,-0.101601,-0.213115,-0.0555228,-0.107797,-0.23968,-0.443831,-0.376189,-0.182117,-0.0900582,-0.399895,-501.567,11.4422
jul-18,-8.66513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504.744,-0.0272015,-0.00271476,-0.13943,-0.0636915,-0.249841,-0.005502,-0.0534,-0.10332,-0.213976,-0.0572472,-0.107797,-0.23968,-0.443002,-0.376926,-0.182359,-0.0882695,-0.393811,-502.982,9.65141
ago-18,-6.13894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368.189,-0.0471097,-0.00211712,-0.135753,-0.0578225,-0.241385,-0.005372,-0.0534,-0.0944273,-0.204561,-0.0436212,-0.107797,-0.23968,-0.443063,-0.36189,-0.167189,-0.0697284,-0.37406,-367.268,7.8664
sept-18,-4.43791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.394,-0.065452,-0.227429,-0.1719,-0.0666771,-0.834931,-0.0066,-0.06675,-0.110284,-0.245836,-0.0419642,-0.134746,-0.2996,-0.553904,-0.42418,-0.181078,-0.0530447,-0.432911,-253.708,8.6693
oct-18,-3.10733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.144,-0.0785192,-0.271665,-0.203927,-0.0806845,-1.00243,-0.007568,-0.0801,-0.131662,-0.291878,-0.0521467,-0.161695,-0.35952,-0.648752,-0.499683,-0.208095,-0.0512069,-0.505025,-235.169,9.76697
nov-18,-2.9516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.312,-0.0773962,-0.27315,-0.204726,-0.0825823,-1.00448,-0.007668,-0.0801,-0.133843,-0.294302,-0.0570002,-0.161695,-0.35952,-0.665523,-0.507528,-0.216242,-0.0611137,-0.514982,-294.214,10.5555
dic-18,-2.23149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.724,-0.0696119,-0.22788,-0.175731,-0.0730976,-0.840305,-0.00661,-0.06675,-0.114971,-0.248853,-0.0519115,-0.134746,-0.2996,-0.555605,-0.427193,-0.184839,-0.0557916,-0.43398,-296.798,9.27336
ene-19,-0.892173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.93,-0.0514179,-0.182226,-0.136001,-0.0523947,-0.665646,-0.005442,-0.0534,-0.0857507,-0.192962,-0.0358331,-0.107797,-0.23968,-0.44444,-0.335578,-0.141926,-0.0371885,-0.339739,-169.551,6.62095
feb-19,-0.336987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.777,-0.0468059,-0.182446,-0.13146,-0.0516824,-0.663452,-0.00551134,-0.0279355,-0.0846043,-0.192684,-0.0329408,-0.0611109,-0.239631,-0.444166,-0.318119,-0.134507,-0.0327652,-0.335147,-132.899,5.44348
mar-19,-1.53038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.923,-0.031072,-0.0924628,-0.0747192,-0.0307334,-0.337666,-0.003076,-0.0267,-0.0482297,-0.101796,-0.0246794,-0.0538984,-0.11984,-0.222194,-0.174254,-0.0773851,-0.0297615,-0.181041,-166.376,4.61361
abr-19,-1.3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.299,-0.0302673,-0.0924528,-0.0739701,-0.029437,-0.336051,-0.003086,-0.0267,-0.0467401,-0.100638,-0.0207117,-0.0538984,-0.11984,-0.22199,-0.171194,-0.0743201,-0.0267409,-0.177763,-141.468,4.0984
may-19,-3.23751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.088,-0.0289716,-0.0923755,-0.0723283,-0.0276303,-0.333878,-0.002566,-0.0267,-0.0440085,-0.0999851,-0.0200619,-0.0538984,-0.11984,-0.221333,-0.18074,-0.0833495,-0.035232,-0.186232,-188.125,3.90393
jun-19,-4.49895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.948,-0.0164413,-0.0222198,-0.0710015,-0.0278883,-0.336816,-0.002586,-0.0267,-0.0469475,-0.104095,-0.025567,-0.0538984,-0.11984,-0.221179,-0.192787,-0.0957166,-0.0463023,-0.197267,-261.859,4.01688
jul-19,-3.72762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.735,-0.016585,-0.000776853,-0.0697991,-0.0288553,-0.121063,-0.002546,-0.0267,-0.047354,-0.104192,-0.0256572,-0.0538984,-0.11984,-0.221359,-0.192289,-0.0947889,-0.0433338,-0.194487,-253.314,3.66964
ago-19,-2.49354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.425,-0.0242932,-0.0911229,-0.0662345,-0.0212771,-0.328918,-0.002556,-0.0267,-0.0390517,-0.0960348,-0.0152054,-0.0538984,-0.11984,-0.22162,-0.18217,-0.0849276,-0.0330253,-0.184221,-156.394,3.0543
sept-19,-2.37778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.629,-0.0241142,-0.0908935,-0.0663439,-0.0218102,-0.329269,-0.002546,-0.0267,-0.0394197,-0.0965558,-0.0173775,-0.0538984,-0.11984,-0.221841,-0.183686,-0.0864709,-0.0338059,-0.184956,-167.675,3.02365
oct-19,-1.45121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.81,-0.0220779,-0.0916173,-0.0650183,-0.0198995,-0.327197,-0.002626,-0.0267,-0.0374311,-0.0942598,-0.0146641,-0.0538984,-0.11984,-0.222194,-0.178919,-0.0819842,-0.0288118,-0.179976,-128.454,2.66307
nov-19,-0.552445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0138,-0.0178634,-0.0939078,-0.0628888,-0.0198045,-0.326235,-0.002766,-0.0267,-0.0367782,-0.0923405,-0.01237,-0.0538984,-0.11984,-0.222194,-0.170638,-0.0738066,-0.02035,-0.171525,-69.2264,2.28892
dic-19,-0.017847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9244,-0.0112777,-0.0768428,-0.0437054,-0.0150814,-0.275409,-0.00286559,-0.00753844,-0.0238354,-0.0816102,-0.00939164,-0.015957,-0.110379,-0.114235,-0.0949598,-0.0690233,-0.0149924,-0.166179,-30.4604,1.68718
ene-20,-0.00327992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6424,-0.0118949,-0.0634227,-0.037034,-0.0131468,-0.240141,-0.00206673,-0.0061092,-0.0199079,-0.0684703,-0.0078465,-0.0131457,-0.0919863,-0.100176,-0.0833943,-0.0615745,-0.0111482,-0.143735,-31.9134,1.24954
feb-20,-0.0027453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.224,-0.0110858,-0.0643105,-0.0396917,-0.0143943,-0.215068,-0.00211003,-0.0064113,-0.0219292,-0.0689627,-0.00823992,-0.0140252,-0.0831591,-0.113681,-0.0895096,-0.0513177,-0.00937626,-0.12033,-32.4925,1.20477
mar-20,-0.00339297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1723,-0.0120251,-0.0647826,-0.0371584,-0.0136739,-0.247313,-0.00237856,-0.00542643,-0.0202795,-0.0705855,-0.00795958,-0.0125938,-0.0954217,-0.113476,-0.0928761,-0.0628647,-0.0114304,-0.14845,-38.3944,1.24418
abr-20,-0.00418185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9714,-0.0143664,-0.073384,-0.042461,-0.0155321,-0.30009,-0.00198819,-0.00575477,-0.0227225,-0.0803615,-0.00979679,-0.0143049,-0.118725,-0.141298,-0.10309,-0.0725197,-0.0135817,-0.177754,-45.2698,1.51029
may-20,-0.0238266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.898,-0.0116964,-0.034041,-0.0278242,-0.0088244,-0.257798,-0.00109191,-0.00372878,-0.0145108,-0.0546187,-0.00771783,-0.0113936,-0.101402,-0.106172,-0.0747084,-0.0253825,-0.0137363,-0.160893,-33.6376,1.67897
jun-20,-3.7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.924,-0.0289104,-0.114163,-0.089771,-0.00553002,-0.484317,-0.00105854,-0.0397393,-0.0615785,-0.142804,-0.0204531,-0.0802204,-0.153956,-0.333725,-0.255784,-0.114676,-0.0397657,-0.264378,-137.715,4.7663
jul-20,-4.38914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.027,-0.0171789,-0.00089242,-0.120121,-0.0450589,-0.222077,-0.00481553,-0.0516113,-0.0795243,-0.185654,-0.0311581,-0.104186,-0.231652,-0.428956,-0.336042,-0.148638,-0.0483318,-0.340572,-199.644,5.40222
ago-20,-4.51575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.584,-0.0184766,-0.00133456,-0.129651,-0.0475856,-0.237778,-0.00524962,-0.0557374,-0.0837703,-0.198851,-0.0299561,-0.112515,-0.250171,-0.462718,-0.360901,-0.157762,-0.0541273,-0.36995,-209.26,5.76845
sept-20,-1.88662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.318,-0.0348938,-0.0784825,-0.0730585,-0.0255326,-0.820459,-0.00257264,-0.00836518,-0.0381956,-0.299962,-0.0251216,-0.165744,-0.33163,-0.601802,-0.445066,-0.211453,-0.0522008,-0.529801,-144.011,6.32427
oct-20,-0.900505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.122,-0.0559426,-0.142049,-0.12341,-0.0481377,-1.22506,-0.00496948,-0.0160683,-0.0645421,-0.468828,-0.0310886,-0.262417,-0.459924,-0.280445,-0.230793,-0.244914,-0.0654181,-0.789954,-181.424,7.71672
nov-20,-0.166717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.489,-0.050425,-0.240954,-0.161234,-0.0599993,-0.997869,-0.00676867,-0.0272799,-0.0884127,-0.30101,-0.0367931,-0.0587406,-0.404733,-0.416316,-0.282517,-0.138933,-0.0543422,-0.600328,-130.023,6.6281
dic-20,-0.151733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.4017,-0.033135,-0.184729,-0.110922,-0.0398154,-0.654296,-0.00586662,-0.0187879,-0.0587278,-0.20124,-0.0239667,-0.0397693,-0.262718,-0.284,-0.217655,-0.156225,-0.0351764,-0.389301,-82.1332,4.5995
ene-21,-0.0303773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0145,-0.0252122,-0.138453,-0.0822303,-0.0292584,-0.505091,-0.00456027,-0.0134854,-0.0434033,-0.149601,-0.0176535,-0.0290177,-0.202614,-0.215734,-0.145553,-0.0735849,-0.0269282,-0.302483,-60.2787,3.29948
feb-21,-0.0325459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4272,-0.0214038,-0.113269,-0.0650188,-0.0229086,-0.439343,-0.00400514,-0.0102076,-0.0341411,-0.121446,-0.0140839,-0.0223299,-0.162421,-0.182966,-0.12288,-0.0629623,-0.0241091,-0.269,-54.3935,2.69133
mar-21,-0.0053477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3174,-0.0212463,-0.110713,-0.062475,-0.0235197,-0.444254,-0.00403976,-0.00916396,-0.033961,-0.120771,-0.0139978,-0.0214989,-0.162846,-0.187666,-0.126162,-0.0646447,-0.018771,-0.24484,-61.2673,2.62588
