Transmission Link,Transmission Link from AC_01 to Veg_Riparia AC01,Transmission Link from AC_02 to Agua Potable_AC02,Transmission Link from AC_02 to Veg_Riparia AC02,Transmission Link from AC_03 to Agua Potable_AC03,Transmission Link from AC_03 to Veg_Riparia AC_03,Transmission Link from Withdrawal Node 1 to ZR_Gavino_ANU,Transmission Link from Withdrawal Node 10 to ZR_Cunlagua_FRU,Transmission Link from Withdrawal Node 11 to ZR_Los Guindos_ANU,Transmission Link from Withdrawal Node 12 to ZR_Huanque_FRU,Transmission Link from Withdrawal Node 13 to ZR_Chanar Chalinga_ANU,Transmission Link from Withdrawal Node 14 to ZR_Arboleda Grande_FRU,Transmission Link from Withdrawal Node 15 to ZR_Chalinga_FRU,Transmission Link from Withdrawal Node 16 to ZR_Tebal_FRU,Transmission Link from Withdrawal Node 17 to ZR_Chilcas_FRU,Transmission Link from Withdrawal Node 2 to ZR_Destiladera_ANU,Transmission Link from Withdrawal Node 20 to ZR_Batuco Chalinga_ANU,Transmission Link from Withdrawal Node 21 to ZR_Molino de Zapallar_ANU,Transmission Link from Withdrawal Node 22 to ZR_Toma Ranque_ANU,Transmission Link from Withdrawal Node 23 to ZR_Palquial_ANU,Transmission Link from Withdrawal Node 24 to ZR_Valentino_ANU,Transmission Link from Withdrawal Node 25 to ZR_Maravillal_ANU,Transmission Link from Withdrawal Node 26 to ZR_Alameda_ANU,Transmission Link from Withdrawal Node 27 to ZR_Cunlagua_ANU,Transmission Link from Withdrawal Node 29 to ZR_Huanque_ANU,Transmission Link from Withdrawal Node 3 to ZR_Batuco Chalinga_FRU,Transmission Link from Withdrawal Node 31 to ZR_Arboleda Grande_ANU,Transmission Link from Withdrawal Node 32 to ZR_Chalinga_ANU,Transmission Link from Withdrawal Node 33 to ZR_Tebal_ANU,Transmission Link from Withdrawal Node 34 to ZR_Chilcas_ANU,Transmission Link from Withdrawal Node 4 to ZR_Toma Ranque_FRU,Transmission Link from Withdrawal Node 5 to ZR_Molino de Zapallar_FRU,Transmission Link from Withdrawal Node 6 to ZR_Palquial_FRU,Transmission Link from Withdrawal Node 7 to ZR_Valentino_FRU,Transmission Link from Withdrawal Node 8 to ZR_Maravillal_FRU,Transmission Link from Withdrawal Node 9 to ZR_Alameda_FRU
abr-89,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00153398,0,0.00120827,0,0,0,0,0,0.0273466,0.00636158,0.00163739,0.0252957,0.000280386,0.00253189,0.00164806,0.0110605,0.00665272,0,0.0103741,0.00673515,0.0194844,0.00874495,0,0,0,0,0,0
may-89,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000980941,0,0.000658653,0,0,0,0,0,0.00971375,0,0,0,0,0.000269186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jun-89,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0.000737186,0,0.000444416,0,0,0,0,0,0.0067,0.00143104,0.000389856,0.00667478,5.60772E-05,0.000816953,0.000478435,0.00318869,0.0024283,0,0.00258172,0.00208234,0.00680785,0.00292237,0,0,0,0,0,0
jul-89,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.00157387,0,0.000717567,0,0,0,0,0,0.00770499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ago-89,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00176639,0,0.000786023,0,0,0,0,0,0.0116459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-89,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00325066,0,0.00161937,0,0,0,0,0,0.0202521,0.00788606,0.00220722,0.0254125,0.00015736,0.00216829,0.00206129,0.0135699,0.0106961,0,0.0135135,0.00899291,0.0322543,0.0145446,0,0,0,0,0,0
oct-89,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00504602,0,0.00270673,0,0,0,0,0,0.0291133,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0206884,0,0.0251559,0.0171068,0.0626255,0.0289245,0,0,0,0,0,0
nov-89,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-89,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-90,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-90,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-90,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-90,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00153398,0,0.00120827,0,0,0,0,0,0.0273466,0.00720861,0.00189108,0.027278,0.000308997,0.00267199,0.00185607,0.0119669,0.00735966,0.0234218,0.0112897,0.0071477,0.0217514,0.00945804,0,0,0,0,0,0
may-90,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000910227,0,0.000619426,0,0,0,0,0,0.00934708,0.00190538,0.000567957,0.0107508,0.000132653,0.00135389,0.000899784,0.00525652,0.00388184,0.0190017,0.00381791,0.00325494,0.0109721,0.00448494,0,0,0,0,0,0
jun-90,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0.000225681,0,0.000160677,0,0,0,0,0,0.00404773,0.000584006,0.000136157,0.00370146,2.17442E-05,0.000606792,0.000166412,0.00137595,0.00125006,0.0171106,0.00105572,0.00125724,0.00302963,0.00149621,0,0,0,0,0,0
jul-90,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678632,0,0,0,0,0,0,0,0,0,0
ago-90,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00103095,0,0.000378066,0,0,0,0,0,0.00709917,0.00229662,0.00063573,0.00654265,0,0.000675058,0.000348778,0.00291447,0.00288475,0.0051576,0.00320972,0.0025356,0.00757933,0.00371717,0,0,0,0,0,0
sept-90,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00241033,0,0.00115322,0,0,0,0,0,0.0158948,0.00548614,0.00148841,0.0164925,5.43606E-05,0.00153781,0.00112522,0.00813167,0.00669012,0.00308551,0.00832507,0.00548627,0.0178971,0.00848343,0,0,0,0,0,0
oct-90,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00669367,0,0.00362071,0,0,0,0,0,0.0376568,0.0136562,0.00403092,0.0453716,0.000392338,0.00364561,0.00421992,0.0252692,0.0202323,0.00570051,0.0245652,0.0165079,0.0604317,0.0278894,0,0,0,0,0,0
nov-90,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-90,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-91,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-91,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-91,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-91,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00138784,0,0.00112721,0,0,0,0,0,0.0265889,0.00692626,0.00180652,0.0262868,0.000297553,0.00260194,0.00175206,0.0113626,0.00712402,0.0231413,0.0109845,0.00694142,0.0202401,0.00910149,0,0,0,0,0,0
may-91,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97009E-05,0,0,0,0.0139798,0,0,0,0,0,0,0,0,0,0
jun-91,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jul-91,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556478,0,0,0,0,0,0,0,0,0,0
ago-91,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00202096,0,0.000927239,0,0,0,0,0,0.012966,0.00434589,0.00124952,0.0137362,7.96027E-05,0.00118351,0.00110367,0.00700774,0.0056213,0.00732922,0.00675398,0.00453179,0.0163545,0.00716757,0,0,0,0,0,0
sept-91,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.000802743,0,0.000261473,0,0,0,0,0,0.00755905,0.00280388,0.000685028,0.0055903,0,0.000767216,0,0.00148498,0.00127022,0,0.00130547,0.000741997,0.00051724,0.000282965,0,0,0,0,0,0
oct-91,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00669367,0,0.00362071,0,0,0,0,0,0.0376568,0.0136562,0.00403092,0.0453716,0.000392338,0.00364561,0.00421992,0.0252692,0.0202323,0.00570051,0.0245652,0.0165079,0.0604317,0.0278894,0,0,0,0,0,0
nov-91,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0261964,0.00773469,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-91,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-92,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-92,0.00697586,0.00827634,0.0078931,0.0131121,0.0078931,0,0,0.0052661,0,0.00399543,0,0,0,0,0,0.0591609,0.0181758,0.00544299,0.0655358,0.000777228,0.00528101,0.00524053,0.0315026,0.0206981,0.0177006,0.0300636,0.020165,0.065308,0.0315506,0,0,0,0,0,0
mar-92,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00189384,0,0.00196274,0,0,0,0,0,0.0413942,0.0104331,0.00291087,0.0437287,0.000508073,0.00410321,0.00296788,0.0187287,0.0110465,0.0207661,0.0179065,0.0121612,0.0337881,0.0165995,0,0,0,0,0,0
abr-92,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.000218684,0,0.000478659,0,0,0,0,0,0.0167376,0.0032558,0.000707159,0.0158802,0.000148776,0.00186637,0.000659983,0.00652867,0.00406059,0.0194948,0.00701692,0.00529124,0.00814976,0.00624916,0,0,0,0,0,0
may-92,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111296,0,0,0,0,0,0,0,0,0,0
jun-92,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jul-92,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.00136173,0,0.000599887,0,0,0,0,0,0.00660497,0.00230045,0.000635114,0.00785804,0.00004862,0.000747852,0.00073745,0.00440704,0.00385511,0.00990802,0.00407797,0.00263323,0.0109187,0.0043017,0,0,0,0,0,0
ago-92,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-92,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00306798,0,0.00151803,0,0,0,0,0,0.0193048,0.00689785,0.00191124,0.0209525,0.00010586,0.00185305,0.00159325,0.0108508,0.00857531,0.00434777,0.0107667,0.00713645,0.0254535,0.0113358,0,0,0,0,0,0
oct-92,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00676439,0,0.00365994,0,0,0,0,0,0.0380234,0.0137928,0.00407184,0.0458512,0.000397875,0.0036795,0.00427025,0.0255615,0.0204604,0.00583623,0.0248606,0.0169072,0.0618942,0.0285795,0,0,0,0,0,0
nov-92,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0119594,0,0.00589989,0,0,0,0,0,0.0582674,0.0232318,0.00684674,0.0713719,0.000629438,0.00462384,0.00723893,0.0418262,0.0339605,0.00448802,0.0384,0.0266077,0.102834,0.0463782,0,0,0,0,0,0
dic-92,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-93,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-93,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-93,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-93,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.000364828,0,0.000559728,0,0,0,0,0,0.018632,0.00396166,0.000918574,0.0173669,0.000177387,0.00197146,0.000815995,0.00713291,0.00453189,0.0201961,0.00762732,0.00549751,0.00966105,0.0066057,0,0,0,0,0,0
may-93,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678632,0,0,0,0,0,0,0,0,0,0
jun-93,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0.000225681,0,0.000160677,0,0,0,0,0,0.00366883,0.000584006,0.000136157,0.00370146,1.60221E-05,0.000606792,0.000166412,0.00137595,0.00101441,0.0169703,0.000750523,0.00105097,0.00227398,0.00113966,0,0,0,0,0,0
jul-93,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00678632,0,0,0,0,0,0,0,0,0,0
ago-93,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.000111656,0,0,0,0,0,0,0,0.00269909,0.000657212,0.000144701,0.000787828,0,0.000268294,0,0,0.000148187,0.00352888,0,0.000339793,0,0,0,0,0,0,0,0
sept-93,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00328719,0,0.00163964,0,0,0,0,0,0.0204415,0.00703903,0.00195352,0.0224391,0.000123027,0.00195813,0.00174927,0.0117571,0.00928225,0.00476852,0.0116823,0.00775527,0.0277204,0.0124054,0,0,0,0,0,0
oct-93,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0206884,0.00597196,0.0251559,0.0171068,0.0626255,0.0289245,0,0,0,0,0,0
nov-93,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-93,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-94,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-94,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-94,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-94,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00138784,0,0.00112721,0,0,0,0,0,0.0265889,0.00692626,0.00180652,0.0262868,0.000297553,0.00260194,0.00175206,0.0113626,0.00712402,0.0231413,0.0109845,0.00694142,0.0202401,0.00910149,0,0,0,0,0,0
may-94,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000273792,0,0.000266386,0,0,0,0,0,0.00568034,0.000539205,0.000158766,0.00595507,7.72769E-05,0.00101492,0.000396521,0.00262514,0.00182942,0.0176444,0.00115971,0.00165798,0.00439065,0.00172462,0,0,0,0,0,0
jun-94,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221497,0,0,0,0.0155678,0,0,0,0,0,0,0,0,0,0
jul-94,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637914,0,0,0,0,0,0,0,0,0,0
ago-94,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00187953,0,0.000848786,0,0,0,0,0,0.0122326,0.00407265,0.00116768,0.012777,6.85276E-05,0.00111572,0.00100302,0.00642299,0.00539326,0.00705777,0.00645863,0.00453179,0.0156233,0.00716757,0,0,0,0,0,0
sept-94,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.0037987,0,0.00192337,0,0,0,0,0,0.0234727,0.0081684,0.00229178,0.0264036,0.000168804,0.00223834,0.0021653,0.013872,0.0109318,0.00589052,0.0138187,0.00919918,0.0330099,0.0149012,0,0,0,0,0,0
oct-94,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0380234,0.0137928,0.00407184,0.0458512,0.000397875,0.0036795,0.00427025,0.0258539,0.0206884,0.00583623,0.0251559,0.0169072,0.0626255,0.0285795,0,0,0,0,0,0
nov-94,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.00901832,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0304819,0.00673203,0.024736,0.0303206,0.0789683,0.03865,0,0,0,0,0,0
dic-94,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.00813361,0,0.00766855,0,0,0,0,0,0.0629568,0.0314003,0.00806305,0.096777,0.000933858,0.00601579,0.00970308,0.0458968,0.0274916,0.00963657,0.0223093,0.0286222,0.0712213,0.0348583,0,0,0,0,0,0
