Transmission Link,Transmission Link from AC_01 to Veg_Riparia AC01,Transmission Link from AC_02 to Agua Potable_AC02,Transmission Link from AC_02 to Veg_Riparia AC02,Transmission Link from AC_03 to Agua Potable_AC03,Transmission Link from AC_03 to Veg_Riparia AC_03,Transmission Link from Withdrawal Node 1 to ZR_Gavino_ANU,Transmission Link from Withdrawal Node 10 to ZR_Cunlagua_FRU,Transmission Link from Withdrawal Node 11 to ZR_Los Guindos_ANU,Transmission Link from Withdrawal Node 12 to ZR_Huanque_FRU,Transmission Link from Withdrawal Node 13 to ZR_Chanar Chalinga_ANU,Transmission Link from Withdrawal Node 14 to ZR_Arboleda Grande_FRU,Transmission Link from Withdrawal Node 15 to ZR_Chalinga_FRU,Transmission Link from Withdrawal Node 16 to ZR_Tebal_FRU,Transmission Link from Withdrawal Node 17 to ZR_Chilcas_FRU,Transmission Link from Withdrawal Node 2 to ZR_Destiladera_ANU,Transmission Link from Withdrawal Node 20 to ZR_Batuco Chalinga_ANU,Transmission Link from Withdrawal Node 21 to ZR_Molino de Zapallar_ANU,Transmission Link from Withdrawal Node 22 to ZR_Toma Ranque_ANU,Transmission Link from Withdrawal Node 23 to ZR_Palquial_ANU,Transmission Link from Withdrawal Node 24 to ZR_Valentino_ANU,Transmission Link from Withdrawal Node 25 to ZR_Maravillal_ANU,Transmission Link from Withdrawal Node 26 to ZR_Alameda_ANU,Transmission Link from Withdrawal Node 27 to ZR_Cunlagua_ANU,Transmission Link from Withdrawal Node 29 to ZR_Huanque_ANU,Transmission Link from Withdrawal Node 3 to ZR_Batuco Chalinga_FRU,Transmission Link from Withdrawal Node 31 to ZR_Arboleda Grande_ANU,Transmission Link from Withdrawal Node 32 to ZR_Chalinga_ANU,Transmission Link from Withdrawal Node 33 to ZR_Tebal_ANU,Transmission Link from Withdrawal Node 34 to ZR_Chilcas_ANU,Transmission Link from Withdrawal Node 4 to ZR_Toma Ranque_FRU,Transmission Link from Withdrawal Node 5 to ZR_Molino de Zapallar_FRU,Transmission Link from Withdrawal Node 6 to ZR_Palquial_FRU,Transmission Link from Withdrawal Node 7 to ZR_Valentino_FRU,Transmission Link from Withdrawal Node 8 to ZR_Maravillal_FRU,Transmission Link from Withdrawal Node 9 to ZR_Alameda_FRU
sept-01,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00314105,0,0.00155857,0,0,0,0,0,0.0196837,0.00675668,0.00186895,0.021448,0.000111582,0.00188808,0.00164526,0.0111529,0.00881096,0.00448802,0.0110719,0.00734273,0.0254535,0.0116923,0,0,0,0,0,0
oct-01,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00598652,0,0.00322845,0,0,0,0,0,0.0332567,0.0120168,0.00353989,0.0396168,0.000325887,0.00323884,0.003616,0.0223454,0.0174958,0.00407179,0.0210209,0.0143121,0.053119,0.024094,0,0,0,0,0,0
nov-01,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-01,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-02,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-02,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-02,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00210598,0,0.00208042,0,0,0,0,0,0.0443276,0.0116627,0.00327915,0.0451674,0.000552374,0.0042049,0.00311886,0.0196058,0.0117307,0.0218519,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-02,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.000657116,0,0.000721864,0,0,0,0,0,0.0205265,0.00466752,0.00112999,0.0203402,0.000205998,0.00218162,0.00112802,0.0083414,0.00523883,0.0208973,0.00854292,0.00611633,0.0134393,0.00767533,0,0,0,0,0,0
may-02,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285025,0,0,0,0,0,0,0,0,0,0
jun-02,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jul-02,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ago-02,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-02,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00336027,0,0.00168017,0,0,0,0,0,0.0204415,0.0071802,0.0019958,0.0229347,0.000123027,0.00199316,0.00180127,0.0120593,0.0095179,0.00476852,0.0119875,0.00796154,0.0284761,0.0127619,0,0,0,0,0,0
oct-02,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0206884,0.00597196,0.0251559,0.0171068,0.0626255,0.0289245,0,0,0,0,0,0
nov-02,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-02,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-03,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-03,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-03,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-03,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00146091,0,0.00116774,0,0,0,0,0,0.0269678,0.00706744,0.0018488,0.0267824,0.000303275,0.00263697,0.00180407,0.0116647,0.00712402,0.0232816,0.0109845,0.00694142,0.0209957,0.00910149,0,0,0,0,0,0
may-03,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990802,0,0,0,0,0,0,0,0,0,0
jun-03,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138848,0,0,0,0,0,0,0,0,0,0
jul-03,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.000159574,0,0,0,0,0,0,0,0.000738187,0.000387797,6.22465E-05,0,0,0.000171604,0,0,0,0.0077364,0,0,0,0,0,0,0,0,0,0
ago-03,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00195024,0,0.000888012,0,0,0,0,0,0.0125993,0.00434589,0.00124952,0.0132566,7.40651E-05,0.00114962,0.00105335,0.00671537,0.00539326,0.0071935,0.00645863,0.00453179,0.0156233,0.00716757,0,0,0,0,0,0
sept-03,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00401791,0,0.00204498,0,0,0,0,0,0.0238516,0.00845074,0.00237635,0.0268991,0.000174526,0.00227337,0.0022173,0.0147784,0.0116387,0.00603077,0.0147343,0.009818,0.0352769,0.0159708,0,0,0,0,0,0
oct-03,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0206884,0.00597196,0.0251559,0.0171068,0.0626255,0.0289245,0,0,0,0,0,0
nov-03,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0129824,0,0.00646737,0,0,0,0,0,0.0635719,0.0260552,0.0076924,0.0788052,0.000709549,0.00514924,0.00801899,0.0460559,0.0372596,0.00645153,0.0384,0.029908,0.113413,0.0520829,0,0,0,0,0,0
dic-03,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-04,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-04,0.00697586,0.00827634,0.0078931,0.0131121,0.0078931,0,0,0.00473696,0,0.0037019,0,0,0,0,0,0.0548493,0.0162773,0.00487436,0.0619473,0.000712114,0.00502737,0.00486395,0.0293148,0.0199668,0.0161046,0.0291165,0.020165,0.0629629,0.0315506,0,0,0,0,0,0
mar-04,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00189384,0,0.00196274,0,0,0,0,0,0.0413942,0.0104331,0.00291087,0.0437287,0.000508073,0.00410321,0.00296788,0.0187287,0.0110465,0.0207661,0.0179065,0.0121612,0.0337881,0.0165995,0,0,0,0,0,0
abr-04,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.000510972,0,0.000640796,0,0,0,0,0,0.0193898,0.004244,0.00100314,0.0188535,0.000188831,0.00207654,0.000972006,0.00773716,0.00500318,0.0204766,0.00823772,0.00570379,0.0111723,0.00696224,0,0,0,0,0,0
may-04,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000910227,0,0.000619426,0,0,0,0,0,0.00934708,0.00190538,0.000567957,0.0107508,0.000132653,0.00135389,0.000899784,0.00525652,0.00388184,0.0190017,0.00381791,0.00325494,0.0109721,0.00448494,0,0,0,0,0,0
jun-04,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141653,0,0,0,0,0,0,0,0,0,0
jul-04,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434324,0,0,0,0,0,0,0,0,0,0
ago-04,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-04,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00314105,0,0.00155857,0,0,0,0,0,0.0196837,0.00689785,0.00191124,0.021448,0.000111582,0.00188808,0.00164526,0.0111529,0.0090466,0.00448802,0.0113771,0.00734273,0.0262091,0.0116923,0,0,0,0,0,0
oct-04,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00669367,0,0.00362071,0,0,0,0,0,0.0376568,0.0136562,0.00403092,0.0453716,0.000392338,0.00364561,0.00421992,0.0252692,0.0202323,0.00570051,0.0245652,0.0167076,0.061163,0.0282344,0,0,0,0,0,0
nov-04,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0118863,0,0.00585935,0,0,0,0,0,0.0578885,0.0230906,0.00680446,0.0713719,0.000623716,0.00462384,0.00723893,0.0415241,0.0337248,0.00434777,0.0346081,0.0264014,0.102834,0.0460217,0,0,0,0,0,0
dic-04,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.0115677,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0390989,0.00963657,0.0317286,0.0357288,0.101292,0.049576,0,0,0,0,0,0
ene-05,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0115756,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0391254,0.0138441,0.0317501,0.0331015,0.101361,0.0496096,0,0,0,0,0,0
feb-05,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00545417,0,0.00413812,0,0,0,0,0,0.0616797,0.0189762,0.00568269,0.0678764,0.000811117,0.00546962,0.00542769,0.0326277,0.0214373,0.018483,0.0289168,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-05,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.00196455,0,0.00200197,0,0,0,0,0,0.0417609,0.0107064,0.00299271,0.0437287,0.000513611,0.00410321,0.00296788,0.019021,0.0110465,0.0209019,0.0179065,0.0121612,0.0345194,0.0165995,0,0,0,0,0,0
abr-05,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00124169,0,0.00104614,0,0,0,0,0,0.0246944,0.00622041,0.0015951,0.0243046,0.000268942,0.00246183,0.00154405,0.0107584,0.00665272,0.0224401,0.0103741,0.00673515,0.0187288,0.00874495,0,0,0,0,0,0
may-05,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303083,0,0,0,0.0147942,0,0,0,0,0,0,0,0,0,0
jun-05,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113603,0,0,0,0,0,0,0,0,0,0
jul-05,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.00100815,0,0.000403754,0,0,0,0,0,0.00513827,0.00175397,0.000471437,0.00593977,2.64696E-05,0.000612264,0.000536145,0.00294515,0.00271488,0.00936512,0.00260119,0.00163513,0.00726236,0.0025765,0,0,0,0,0,0
ago-05,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sept-05,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00204497,0,0.000950554,0,0,0,0,0,0.0136214,0.00463911,0.00123471,0.0140147,2.00276E-05,0.00136267,0.000865201,0.00662106,0.00527624,0.00224401,0.00649387,0.00445491,0.0141188,0.00670072,0,0,0,0,0,0
oct-05,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00584509,0,0.00314999,0,0,0,0,0,0.0321567,0.011607,0.00341713,0.0386577,0.000309274,0.00317105,0.00351535,0.0217606,0.0170397,0.00366461,0.0204302,0.0141125,0.0516565,0.0237489,0,0,0,0,0,0
nov-05,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0123979,0,0.00614309,0,0,0,0,0,0.0605408,0.0247846,0.00731186,0.0748407,0.000663771,0.00486903,0.00760296,0.0436389,0.0353744,0.00532952,0.0384,0.0278453,0.107368,0.0485175,0,0,0,0,0,0
dic-05,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-06,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0131734,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0384,0.0331015,0.121818,0.0565427,0,0,0,0,0,0
feb-06,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00341859,0,0.00300895,0,0,0,0,0,0.0421937,0.0109597,0.00328162,0.0524788,0.000516834,0.00438129,0.00381186,0.0242114,0.01866,0.0112701,0.0275403,0.0208852,0.0595442,0.0326774,0,0,0,0,0,0
mar-06,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-06,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00153398,0,0.00120827,0,0,0,0,0,0.0273466,0.00720861,0.00189108,0.027278,0.000308997,0.00267199,0.00185607,0.0119669,0.00735966,0.0234218,0.0112897,0.0071477,0.0217514,0.00945804,0,0,0,0,0,0
may-06,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000910227,0,0.000619426,0,0,0,0,0,0.00934708,0.00190538,0.000567957,0.0107508,0.000132653,0.00135389,0.000899784,0.00525652,0.00388184,0.0190017,0.00381791,0.00325494,0.0109721,0.00448494,0,0,0,0,0,0
jun-06,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00995779,0,0,0,0,0,0,0,0,0,0
jul-06,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149299,0,0,0,0,0,0,0,0,0,0
ago-06,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.00187953,0,0.000848786,0,0,0,0,0,0.0118659,0.00407265,0.00116768,0.012777,0.00006299,0.00111572,0.00100302,0.00642299,0.00516521,0.00692204,0.00616327,0.00433217,0.014892,0.00682253,0,0,0,0,0,0
sept-06,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00401791,0,0.00204498,0,0,0,0,0,0.0242305,0.00845074,0.00237635,0.0273947,0.000180248,0.0023084,0.0022693,0.0147784,0.0116387,0.00617102,0.0147343,0.009818,0.0352769,0.0159708,0,0,0,0,0,0
oct-06,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.00436008,0,0.00232624,0,0,0,0,0,0.0237232,0.00873799,0.00255783,0.027148,0.00018191,0.00235752,0.00230752,0.0156207,0.0115666,0.000542905,0.0133417,0.00892243,0.0333747,0.0147779,0,0,0,0,0,0
nov-06,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0130555,0,0.0065079,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0793007,0.000720993,0.00518427,0.008071,0.046358,0.0374952,0.00673203,0.0384,0.0303206,0.114169,0.052796,0,0,0,0,0,0
dic-06,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.014,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0435552,0.00963657,0.0384,0.0357288,0.12259,0.06,0,0,0,0,0,0
ene-07,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0129448,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0398327,0.0138441,0.0355057,0.0331015,0.11335,0.0554776,0,0,0,0,0,0
feb-07,0.007225,0.00857192,0.008175,0.0135804,0.008175,0,0,0.00537588,0,0.00409469,0,0,0,0,0,0.0608678,0.0186737,0.00559208,0.0673454,0.000798855,0.00543209,0.00537197,0.032304,0.0214373,0.0181825,0.0311373,0.0208852,0.0676404,0.0326774,0,0,0,0,0,0
mar-07,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
abr-07,0.0084,0.00800046,0.0107333,0.012675,0.0107333,0,0,0.00153398,0,0.00120827,0,0,0,0,0,0.0273466,0.00720861,0.00189108,0.027278,0.000308997,0.00267199,0.00185607,0.0119669,0.00735966,0.0234218,0.0112897,0.0071477,0.0217514,0.00945804,0,0,0,0,0,0
may-07,0.00808387,0.00774238,0.0103871,0.0122661,0.0103871,0,0,0.000768797,0,0.000540973,0,0,0,0,0,0.00861373,0.00176876,0.000527038,0.00979161,0.000121578,0.00128609,0.000799131,0.00467177,0.00342575,0.0187302,0.0032272,0.0028557,0.00950953,0.00379486,0,0,0,0,0,0
jun-07,0.00828333,0.00800046,0.01057,0.012675,0.01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561002,0,0,0,0,0,0,0,0,0,0
jul-07,0.00794839,0.00774238,0.0100258,0.0122661,0.0100258,0,0,0.000866723,0,0.000325301,0,0,0,0,0,0.00440492,0.00148074,0.000389599,0.00450107,1.53945E-05,0.000510573,0.000385166,0.0023604,0.00225878,0.00909366,0.00201048,0.00123589,0.00579982,0.00188641,0,0,0,0,0,0
ago-07,0.00783548,0.00774238,0.00977742,0.0122661,0.00977742,0,0,0.000182371,0,0,0,0,0,0,0,0.00269909,0.000657212,0.000144701,0.000787828,0,0.000268294,0,0,0.000148187,0.00352888,0,0.000339793,0,0,0,0,0,0,0,0
sept-07,0.00800333,0.00800046,0.0098,0.012675,0.0098,0,0,0.00401791,0,0.00204498,0,0,0,0,0,0.0242305,0.00845074,0.00237635,0.0273947,0.000180248,0.0023084,0.0022693,0.0147784,0.0116387,0.00617102,0.0147343,0.009818,0.0352769,0.0159708,0,0,0,0,0,0
oct-07,0.0075871,0.00774238,0.0092129,0.0122661,0.0092129,0,0,0.0068351,0,0.00369917,0,0,0,0,0,0.0383901,0.0139295,0.00411276,0.0463308,0.000403413,0.0037134,0.00432057,0.0258539,0.0206884,0.00597196,0.0251559,0.0171068,0.0626255,0.0289245,0,0,0,0,0,0
nov-07,0.00767667,0.00800046,0.00921667,0.012675,0.00921667,0,0,0.0129824,0,0.00646737,0,0,0,0,0,0.0643297,0.0263375,0.00777697,0.0788052,0.000720993,0.00514924,0.00801899,0.0460559,0.0372596,0.00673203,0.0384,0.0301143,0.113413,0.0524394,0,0,0,0,0,0
dic-07,0.00718065,0.00774238,0.00849032,0.0122661,0.00849032,0,0,0.0118813,0,0.00766855,0,0,0,0,0,0.078817,0.0322835,0.00939327,0.096777,0.000933858,0.00601579,0.00970308,0.0551382,0.0401588,0.00963657,0.0325887,0.0357288,0.104038,0.0509198,0,0,0,0,0,0
ene-08,0.00684194,0.00774238,0.00799355,0.0122661,0.00799355,0,0,0.0108577,0,0.00701466,0,0,0,0,0,0.077264,0.0301157,0.00879097,0.0932404,0.000933858,0.00610983,0.0090526,0.05138,0.0366989,0.0138441,0.029781,0.0331015,0.0950743,0.0465328,0,0,0,0,0,0
feb-08,0.00697586,0.00827634,0.0078931,0.0131121,0.0078931,0,0,0.00481255,0,0.00374383,0,0,0,0,0,0.0548493,0.0164234,0.0049181,0.0619473,0.000712114,0.00502737,0.00486395,0.0296274,0.0199668,0.0161046,0.0273817,0.020165,0.0637446,0.0315506,0,0,0,0,0,0
mar-08,0.00609677,0.00774238,0.00681935,0.0122661,0.00681935,0,0,0.0021767,0,0.00211965,0,0,0,0,0,0.0446943,0.0117993,0.00332007,0.0456469,0.000557911,0.0042388,0.00316919,0.0198982,0.0117307,0.0219877,0.0187925,0.0121612,0.0359819,0.0165995,0,0,0,0,0,0
